,Station ID,EQ Datetime,EQ Id,EQ Longitude,EQ Latitude,EQ Depth,EQ Distance,EQ Magnitude,EQ Es
633,965,2014-06-22 12:27:45.369800,1923404,121.3979,23.8082,14.37,47.392634,4.1,7.560381
634,965,2014-09-20 21:14:04.500000,1696126,121.54,23.59,24.1,65.939234,4.3,7.557259
635,965,2014-08-02 16:41:19.940000,1820864,121.589,23.766,27.6,66.899625,4.3,7.530891
636,965,2014-11-15 06:31:47.990000,1561425,120.9903,24.1072,25.1,35.223701,4.0,7.527991
637,965,2014-06-22 12:27:45.269900,1923403,121.4606,23.7779,15.6,53.787947,4.1,7.453554
638,965,2014-08-02 16:41:20.009900,1820865,121.5973,23.7095,41.63,68.344496,4.3,7.443547
639,965,2014-06-25 09:32:00.440000,1914126,120.9866,23.7498,28.1,7.461792,3.7,7.422995
640,965,2014-06-26 02:05:54.420000,1910993,121.2102,23.7409,10.922,28.910926,3.73,7.414937
641,965,2014-06-14 22:22:42.700000,1944142,121.6145,23.7201,2.2611,69.925734,4.19,7.395272
642,965,2014-10-04 13:42:49.890000,1660190,121.6258,23.4953,33.6,78.10122,4.3,7.390936
643,965,2014-05-23 17:25:43.849900,2006745,121.5366,23.5167,24.84,68.885422,4.2,7.370655
644,965,2014-06-26 02:05:54.420000,1910992,121.2102,23.7409,10.9,28.910926,3.7,7.370155
645,965,2014-06-14 11:26:47.859800,1943080,121.6728,23.95,44.41,77.246024,4.3,7.350223
646,965,2014-06-26 02:05:39.929800,1910991,121.2264,23.7513,10.3,30.318067,3.7,7.33916
647,965,2014-06-14 11:26:48.140000,1943081,121.746,23.9559,35.2,84.65204,4.3,7.325462
648,965,2014-05-23 17:25:44.819900,2006746,121.581,23.5358,30.0,72.075003,4.2,7.31504
649,965,2014-10-04 13:42:49.890000,1660191,121.6258,23.4953,33.5958,78.10122,4.22,7.270953
650,965,2014-12-14 05:06:03.209800,1484807,121.47,23.132,43.0,91.876489,4.3,7.237572
651,965,2014-12-14 05:06:02.169800,1484805,121.5184,23.099,38.49,97.787979,4.3,7.206875
652,965,2014-09-26 11:44:35.700000,1679521,121.5,23.92,22.0,59.384449,4.0,7.1968
653,965,2014-12-12 21:50:20.699800,1491893,120.49,23.23,7.2,77.325921,4.1,7.169601
654,965,2014-11-22 12:56:14.359800,1542050,121.005,23.984,10.68,22.289126,3.4,7.114053
655,965,2014-11-22 12:56:14.359800,1542049,121.005,23.984,10.7,22.289126,3.4,7.113749
656,965,2014-06-30 06:12:56.700000,1901312,121.65,23.24,25.6,95.717173,4.2,7.108015
657,965,2014-06-14 11:26:48.140000,1943082,121.746,23.9559,35.2073,84.65204,4.14,7.085435
658,965,2014-06-25 13:44:49.219800,1914609,121.215,23.763,9.7,28.984471,3.5,7.079565
659,965,2014-06-25 13:44:49.219800,1914610,121.215,23.763,9.72,28.984471,3.49,7.064384
660,965,2014-10-23 00:53:41.779900,1614949,120.7092,23.6754,17.8,26.310413,3.5,7.046075
661,965,2014-10-08 21:23:54.299900,1652346,121.57,23.66,36.2,66.625868,4.0,7.040374
662,965,2014-06-29 00:06:04.150000,1903067,121.6041,23.8078,32.9,68.362998,4.0,7.039886
663,965,2014-11-12 12:46:19.769900,1569863,120.7456,23.5516,10.6365,33.065807,3.53,7.013479
664,965,2014-12-12 21:50:19.859800,1491892,120.475,23.231,8.3,78.138411,4.0,7.009398
665,965,2014-10-11 04:18:37.829900,1644267,121.5906,23.5266,28.4776,73.384299,4.0,7.007873
666,965,2014-10-11 04:18:37.829900,1644266,121.5906,23.5266,28.5,73.384299,4.0,7.007783
